epoch,train_loss,val_loss,val_acc,lr
1,6.407797336578369,4.767177581787109,0.29663914780292944,0.001
2,4.181655406951904,3.533583164215088,0.5672862849533955,0.0009972636867364526
3,3.504664182662964,3.1927106380462646,0.648266311584554,0.000989084726566536
