epoch,train_loss,val_loss,val_acc,val_top5,val_top10,train_char_loss,train_radical_loss,train_structure_loss,train_stroke_loss,val_char_loss,val_radical_loss,val_structure_loss,val_stroke_loss,lr
1,8.60688591003418,7.499688625335693,0.04784654361201592,0.14394610094935828,0.21635346195606783,8.236891202049772,0.02829222059101716,0.8904067110097672,2.7246858160239156,7.157361031257868,0.026959516805864638,0.7167997253671331,2.625563967601526,0.0001
2,7.5264105796813965,6.541314601898193,0.19454884601464406,0.4425512959714914,0.5651660680976642,7.171149670695375,0.027490361436341204,0.8000108563551628,2.6701117357184696,6.207232596188189,0.026397367719125715,0.6560067323028532,2.6056065151834082,9.05463412215599e-05
3,6.896820545196533,6.0129923820495605,0.3141846933377878,0.6022049611626159,0.7126423341407054,6.546945980932572,0.0271280512866894,0.764918089189108,2.652393533685593,5.682026550640748,0.02605993499411562,0.6356515508261841,2.595794075914258,6.57963412215599e-05
4,6.568524360656738,5.782146453857422,0.3742921573540466,0.6612043765138228,0.7596369609398925,6.220813366318293,0.026993355833933936,0.7501356177090409,2.6460088059805327,5.452197948412338,0.02593093039600598,0.6292412204195631,2.5924731968474863,3.52036587784401e-05
5,6.434850692749023,5.709166049957275,0.4000278404187199,0.6851137281104708,0.7784793563295191,6.0877199135587965,0.026941307479846247,0.7470585924765083,2.6433896146666895,5.379547140197537,0.025897141373543826,0.6274063655963311,2.5910747557284144,1.0453658778440105e-05
